"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2026-02-25,2,2026-03-01,0.1,1498.8,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.15,1501,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.2,1507.8,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.25,1512.5,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.3,1518.5,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.35,1530.65,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.4,1534,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.45,1538.55,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.5,1544.5,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.55,1552.25,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.6,1557.4,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.65,1560,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.7,1562,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.75,1568,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.8,1574,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.85,1580.15,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.9,1596.2,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.95,1608.35,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.975,1621.775,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.99,1628.29,"quantile","ARI incidence","SK"
2026-02-25,2,2026-03-01,0.01,1591.95,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.025,1602.475,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.05,1614.45,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.1,1627.8,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.15,1635.85,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.2,1647.6,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.25,1650.5,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.3,1657,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.35,1670,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.4,1675.8,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.45,1681,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.5,1691.5,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.55,1694.9,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.6,1698,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.65,1702.35,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.7,1706,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.75,1714,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.8,1718,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.85,1725.6,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.9,1743.1,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.95,1754.15,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.975,1764.775,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.99,1775.07,"quantile","ARI incidence","SI"
2026-02-25,2,2026-03-01,0.01,577.97,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.025,581.9,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.05,594.75,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.1,600.7,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.15,604.7,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.2,610,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.25,616.5,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.3,618.7,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.35,621,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.4,623,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.45,626,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.5,627,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.55,630,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.6,635,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.65,636.35,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.7,642.6,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.75,647.25,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.8,650,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.85,654,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.9,656.6,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.95,676.15,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.975,680.525,"quantile","ARI incidence","ES"
2026-02-25,2,2026-03-01,0.99,682.13,"quantile","ARI incidence","ES"
2026-02-25,3,2026-03-08,0.01,1533.91,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.025,1558.325,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.05,1565.9,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.1,1582.9,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.15,1588,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.2,1595.8,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.25,1606,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.3,1612,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.35,1617.95,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.4,1622,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.45,1625,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.5,1633.5,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.55,1638.45,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.6,1644.6,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.65,1650.35,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.7,1653.3,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.75,1658.5,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.8,1664.8,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.85,1671,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.9,1679,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.95,1683.1,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.975,1694.875,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.99,1711.14,"quantile","ARI incidence","BG"
2026-02-25,3,2026-03-08,0.01,986.9,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.025,995.8,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.05,1003.95,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.1,1011.9,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.15,1018,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.2,1020,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.25,1024.5,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.3,1028.7,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.35,1034,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.4,1040.2,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.45,1056.2,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.5,1061,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.55,1068.45,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.6,1074.4,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.65,1079,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.7,1084.6,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.75,1088,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.8,1091.4,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.85,1097,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.9,1101,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.95,1109,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.975,1118.35,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.99,1132.12,"quantile","ARI incidence","CZ"
2026-02-25,3,2026-03-08,0.01,170.92,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.025,172.95,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.05,180.75,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.1,186.9,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.15,189,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.2,191,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.25,194,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.3,196,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.35,197,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.4,198,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.45,199,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.5,200,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.55,201,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.6,203.4,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.65,205,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.7,206,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.75,208.25,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.8,211,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.85,212.15,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.9,215.3,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.95,222.05,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.975,225.05,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.99,230.16,"quantile","ARI incidence","EE"
2026-02-25,3,2026-03-08,0.01,2554.91,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.025,2567.65,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.05,2578.8,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.1,2605.4,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.15,2615,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.2,2627.6,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.25,2631.75,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.3,2646.7,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.35,2649,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.4,2654.6,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.45,2659.1,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.5,2669,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.55,2676,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.6,2680.4,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.65,2686,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.7,2695.1,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.75,2702.25,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.8,2712.2,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.85,2719.3,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.9,2738.3,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.95,2748.15,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.975,2754.1,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.99,2760.1,"quantile","ARI incidence","FI"
2026-02-25,3,2026-03-08,0.01,296.92,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.025,299,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.05,303.9,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.1,319,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.15,326.85,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.2,330,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.25,332,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.3,333,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.35,336,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.4,338.6,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.45,340.55,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.5,343,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.55,345,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.6,347.4,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.65,349,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.7,351,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.75,353.25,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.8,356.4,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.85,360,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.9,367.2,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.95,376.05,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.975,378.525,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.99,381,"quantile","ARI incidence","FR"
2026-02-25,3,2026-03-08,0.01,1487,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.025,1511.475,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.05,1518.8,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.1,1524.9,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.15,1536.85,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.2,1543.2,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.25,1550.5,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.3,1563.1,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.35,1565.65,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.4,1574,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.45,1577,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.5,1580,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.55,1585.9,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.6,1591,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.65,1595.35,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.7,1597.6,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.75,1601.25,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.8,1605.2,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.85,1610.15,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.9,1623.5,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.95,1638.15,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.975,1648.05,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.99,1654.12,"quantile","ARI incidence","DE"
2026-02-25,3,2026-03-08,0.01,2548.48,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.025,2583.375,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.05,2587.95,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.1,2613.8,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.15,2624.1,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.2,2647.6,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.25,2654.25,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.3,2666.1,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.35,2676.6,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.4,2684.2,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.45,2690.65,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.5,2695.5,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.55,2698.45,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.6,2704,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.65,2709.05,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.7,2720.3,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.75,2726,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.8,2731.6,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.85,2750.05,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.9,2767,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.95,2786.15,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.975,2799.525,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.99,2806.28,"quantile","ARI incidence","HU"
2026-02-25,3,2026-03-08,0.01,80.97,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.025,89,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.05,94.9,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.1,97.8,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.15,98.85,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.2,102,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.25,104,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.3,104,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.35,106,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.4,107,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.45,108,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.5,109,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.55,110,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.6,112,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.65,113,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.7,114.3,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.75,116,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.8,118,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.85,120,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.9,121,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.95,130.05,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.975,131.525,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.99,139.02,"quantile","ARI incidence","IE"
2026-02-25,3,2026-03-08,0.01,1329.5,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.025,1340.55,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.05,1366.55,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.1,1370.9,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.15,1373.85,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.2,1383.8,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.25,1388.75,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.3,1395,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.35,1398.65,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.4,1401,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.45,1403,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.5,1408,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.55,1410,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.6,1415,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.65,1417.35,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.7,1423.2,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.75,1431.5,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.8,1437.4,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.85,1446.75,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.9,1454,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.95,1465.3,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.975,1478.05,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.99,1490.1,"quantile","ARI incidence","LV"
2026-02-25,3,2026-03-08,0.01,680.95,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.025,686,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.05,698.85,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.1,706.9,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.15,710,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.2,715.2,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.25,720.75,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.3,724.7,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.35,728,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.4,734.6,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.45,740.55,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.5,744.5,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.55,749,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.6,753,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.65,756.7,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.7,760.3,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.75,763.25,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.8,767.2,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.85,775.15,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.9,781.2,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.95,789.1,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.975,793.625,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.99,805,"quantile","ARI incidence","LT"
2026-02-25,3,2026-03-08,0.01,10960.56,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.025,10978.275,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.05,11008.45,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.1,11044.5,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.15,11072.55,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.2,11089.4,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.25,11111.25,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.3,11128,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.35,11140.95,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.4,11160.4,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.45,11177.55,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.5,11191.5,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.55,11203.8,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.6,11221,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.65,11235.05,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.7,11249.6,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.75,11258.25,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.8,11265.2,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.85,11279.5,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.9,11297.4,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.95,11342,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.975,11391.95,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.99,11446.02,"quantile","ARI incidence","LU"
2026-02-25,3,2026-03-08,0.01,850.78,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.025,857.375,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.05,862,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.1,871.9,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.15,877.85,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.2,882.8,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.25,886,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.3,895.4,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.35,898.65,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.4,902,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.45,906,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.5,911.5,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.55,915,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.6,916.4,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.65,921.35,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.7,926.6,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.75,932.25,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.8,937,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.85,944.15,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.9,950.1,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.95,968,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.975,971.1,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.99,980.14,"quantile","ARI incidence","RO"
2026-02-25,3,2026-03-08,0.01,1436.71,"quantile","ARI incidence","SK"
2026-02-25,3,2026-03-08,0.025,1449.65,"quantile","ARI incidence","SK"
2026-02-25,3,2026-03-08,0.05,1465.85,"quantile","ARI incidence","SK"
2026-02-25,3,2026-03-08,0.1,1481.8,"quantile","ARI incidence","SK"
2026-02-25,3,2026-03-08,0.15,1491.85,"quantile","ARI incidence","SK"
2026-02-25,3,2026-03-08,0.2,1495.8,"quantile","ARI incidence","SK"
2026-02-25,3,2026-03-08,0.25,1499.25,"quantile","ARI incidence","SK"
